agent,config_id,n_queries,faithfulness,answer_relevancy,context_precision,context_recall,correctness,quality
A_dispatcher,gemma2-2b__Q5_K_M__c2048,52,,,,,,0.6448
A_dispatcher,gemma2-2b__Q5_K_M__c4096,52,,,,,,0.6448
A_dispatcher,gemma2-2b__Q5_K_M__c8192,52,,,,,,0.6448
A_dispatcher,gemma2-2b__Q8_0__c2048,52,,,,,,0.5038
A_dispatcher,gemma2-2b__Q8_0__c4096,52,,,,,,0.5038
A_dispatcher,gemma2-2b__Q8_0__c8192,52,,,,,,0.5038
A_dispatcher,llama3.2-1b__Q5_K_M__c2048,52,,,,,,0.2669
A_dispatcher,llama3.2-1b__Q5_K_M__c4096,52,,,,,,0.2669
A_dispatcher,llama3.2-1b__Q5_K_M__c8192,52,,,,,,0.2669
A_dispatcher,llama3.2-1b__Q8_0__c2048,52,,,,,,0.3405
A_dispatcher,llama3.2-1b__Q8_0__c4096,52,,,,,,0.3405
A_dispatcher,llama3.2-1b__Q8_0__c8192,52,,,,,,0.3405
A_dispatcher,llama3.2-3b__Q5_K_M__c2048,52,,,,,,0.0787
A_dispatcher,llama3.2-3b__Q5_K_M__c4096,52,,,,,,0.0787
A_dispatcher,llama3.2-3b__Q5_K_M__c8192,52,,,,,,0.0787
A_dispatcher,llama3.2-3b__Q8_0__c2048,52,,,,,,0.0326
A_dispatcher,llama3.2-3b__Q8_0__c4096,52,,,,,,0.0326
A_dispatcher,llama3.2-3b__Q8_0__c8192,52,,,,,,0.0326
A_dispatcher,mistral-7b__Q3_K_M__c2048,52,,,,,,0.5338
A_dispatcher,mistral-7b__Q3_K_M__c4096,52,,,,,,0.5338
A_dispatcher,mistral-7b__Q3_K_M__c8192,52,,,,,,0.5338
A_dispatcher,mistral-7b__Q5_K_M__c2048,52,,,,,,0.649
A_dispatcher,mistral-7b__Q5_K_M__c4096,52,,,,,,0.649
A_dispatcher,mistral-7b__Q5_K_M__c8192,52,,,,,,0.649
A_dispatcher,phi3.5-mini__Q3_K_M__c2048,52,,,,,,0.6572
A_dispatcher,phi3.5-mini__Q3_K_M__c4096,52,,,,,,0.6572
A_dispatcher,phi3.5-mini__Q3_K_M__c8192,52,,,,,,0.6572
A_dispatcher,phi3.5-mini__Q5_K_M__c2048,52,,,,,,0.6449
A_dispatcher,phi3.5-mini__Q5_K_M__c4096,52,,,,,,0.6449
A_dispatcher,phi3.5-mini__Q5_K_M__c8192,52,,,,,,0.6449
A_dispatcher,qwen2.5-0_5b__Q3_K_M__c2048,52,,,,,,0.1965
A_dispatcher,qwen2.5-0_5b__Q3_K_M__c4096,52,,,,,,0.1965
A_dispatcher,qwen2.5-0_5b__Q3_K_M__c8192,52,,,,,,0.1965
A_dispatcher,qwen2.5-0_5b__Q5_K_M__c2048,52,,,,,,0.3664
A_dispatcher,qwen2.5-0_5b__Q5_K_M__c4096,52,,,,,,0.3664
A_dispatcher,qwen2.5-0_5b__Q5_K_M__c8192,52,,,,,,0.3664
A_dispatcher,qwen2.5-0_5b__Q8_0__c2048,52,,,,,,0.3591
A_dispatcher,qwen2.5-0_5b__Q8_0__c4096,52,,,,,,0.3591
A_dispatcher,qwen2.5-0_5b__Q8_0__c8192,52,,,,,,0.3591
A_dispatcher,qwen2.5-1_5b__Q3_K_M__c2048,52,,,,,,0.1442
A_dispatcher,qwen2.5-1_5b__Q3_K_M__c4096,52,,,,,,0.1442
A_dispatcher,qwen2.5-1_5b__Q3_K_M__c8192,52,,,,,,0.1442
A_dispatcher,qwen2.5-1_5b__Q5_K_M__c2048,52,,,,,,0.2396
A_dispatcher,qwen2.5-1_5b__Q5_K_M__c4096,52,,,,,,0.2396
A_dispatcher,qwen2.5-1_5b__Q5_K_M__c8192,52,,,,,,0.2396
A_dispatcher,qwen2.5-1_5b__Q8_0__c2048,52,,,,,,0.212
A_dispatcher,qwen2.5-1_5b__Q8_0__c4096,52,,,,,,0.212
A_dispatcher,qwen2.5-1_5b__Q8_0__c8192,52,,,,,,0.212
A_dispatcher,qwen2.5-3b__Q3_K_M__c2048,52,,,,,,0.3717
A_dispatcher,qwen2.5-3b__Q3_K_M__c4096,52,,,,,,0.3717
A_dispatcher,qwen2.5-3b__Q3_K_M__c8192,52,,,,,,0.3717
A_dispatcher,qwen2.5-3b__Q5_K_M__c2048,52,,,,,,0.3953
A_dispatcher,qwen2.5-3b__Q5_K_M__c4096,52,,,,,,0.3953
A_dispatcher,qwen2.5-3b__Q5_K_M__c8192,52,,,,,,0.3953
A_dispatcher,qwen2.5-3b__Q8_0__c2048,52,,,,,,0.5191
A_dispatcher,qwen2.5-3b__Q8_0__c4096,52,,,,,,0.5191
A_dispatcher,qwen2.5-3b__Q8_0__c8192,52,,,,,,0.5191
A_dispatcher,smollm2-1_7b__Q3_K_M__c2048,52,,,,,,0.2513
A_dispatcher,smollm2-1_7b__Q3_K_M__c4096,52,,,,,,0.2513
A_dispatcher,smollm2-1_7b__Q3_K_M__c8192,52,,,,,,0.2513
A_dispatcher,smollm2-1_7b__Q5_K_M__c2048,52,,,,,,0.0915
A_dispatcher,smollm2-1_7b__Q5_K_M__c4096,52,,,,,,0.0915
A_dispatcher,smollm2-1_7b__Q5_K_M__c8192,52,,,,,,0.0915
A_dispatcher,smollm2-1_7b__Q8_0__c2048,52,,,,,,0.1809
A_dispatcher,smollm2-1_7b__Q8_0__c4096,52,,,,,,0.1809
A_dispatcher,smollm2-1_7b__Q8_0__c8192,52,,,,,,0.1809
A_dispatcher,smollm2-360m__Q3_K_M__c2048,52,,,,,,0.3544
A_dispatcher,smollm2-360m__Q3_K_M__c4096,52,,,,,,0.3544
A_dispatcher,smollm2-360m__Q3_K_M__c8192,52,,,,,,0.3544
A_dispatcher,smollm2-360m__Q5_K_M__c2048,52,,,,,,0.4213
A_dispatcher,smollm2-360m__Q5_K_M__c4096,52,,,,,,0.4213
A_dispatcher,smollm2-360m__Q5_K_M__c8192,52,,,,,,0.4213
A_dispatcher,smollm2-360m__Q8_0__c2048,52,,,,,,0.3901
A_dispatcher,smollm2-360m__Q8_0__c4096,52,,,,,,0.3901
A_dispatcher,smollm2-360m__Q8_0__c8192,52,,,,,,0.3901
A_negoziazione_assistita_e_mediazione_familiare,gemma2-2b__Q5_K_M__c4096,6,0.7009,0.6873,0.8,0.475,0.7337,0.6941
A_negoziazione_assistita_e_mediazione_familiare,gemma2-2b__Q5_K_M__c8192,6,0.7009,0.6873,0.8,0.475,0.7337,0.6941
A_negoziazione_assistita_e_mediazione_familiare,gemma2-2b__Q8_0__c4096,6,0.7088,0.6978,0.8,0.475,0.7502,0.7033
A_negoziazione_assistita_e_mediazione_familiare,gemma2-2b__Q8_0__c8192,6,0.7088,0.6978,0.8,0.475,0.7502,0.7033
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-1b__Q5_K_M__c4096,6,0.7632,0.7168,0.8,0.475,0.7997,0.74
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-1b__Q5_K_M__c8192,6,0.7632,0.7168,0.8,0.475,0.7997,0.74
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-1b__Q8_0__c4096,6,0.7423,0.6749,0.8,0.475,0.7906,0.7086
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-1b__Q8_0__c8192,6,0.7423,0.6749,0.8,0.475,0.7906,0.7086
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-3b__Q5_K_M__c4096,6,0.6973,0.7112,0.8,0.475,0.7371,0.7043
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-3b__Q5_K_M__c8192,6,0.6973,0.7112,0.8,0.475,0.7371,0.7043
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-3b__Q8_0__c4096,6,0.6991,0.7157,0.8,0.475,0.7352,0.7074
A_negoziazione_assistita_e_mediazione_familiare,llama3.2-3b__Q8_0__c8192,6,0.6991,0.7157,0.8,0.475,0.7352,0.7074
A_negoziazione_assistita_e_mediazione_familiare,mistral-7b__Q3_K_M__c4096,6,0.7251,0.7155,0.8,0.475,0.7716,0.7203
A_negoziazione_assistita_e_mediazione_familiare,mistral-7b__Q3_K_M__c8192,6,0.7251,0.7155,0.8,0.475,0.7716,0.7203
A_negoziazione_assistita_e_mediazione_familiare,mistral-7b__Q5_K_M__c4096,6,0.7648,0.724,0.8,0.475,0.808,0.7444
A_negoziazione_assistita_e_mediazione_familiare,mistral-7b__Q5_K_M__c8192,6,0.7648,0.724,0.8,0.475,0.808,0.7444
A_negoziazione_assistita_e_mediazione_familiare,phi3.5-mini__Q3_K_M__c4096,6,0.7251,0.6904,0.8,0.475,0.7379,0.7077
A_negoziazione_assistita_e_mediazione_familiare,phi3.5-mini__Q3_K_M__c8192,6,0.7251,0.6904,0.8,0.475,0.7379,0.7077
A_negoziazione_assistita_e_mediazione_familiare,phi3.5-mini__Q5_K_M__c4096,6,0.7211,0.721,0.8,0.475,0.759,0.721
A_negoziazione_assistita_e_mediazione_familiare,phi3.5-mini__Q5_K_M__c8192,6,0.7211,0.721,0.8,0.475,0.759,0.721
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q3_K_M__c4096,6,0.6015,0.6048,0.8,0.475,0.6091,0.6032
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q3_K_M__c8192,6,0.6015,0.6048,0.8,0.475,0.6091,0.6032
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q5_K_M__c4096,6,0.5061,0.493,0.8,0.475,0.5285,0.4996
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q5_K_M__c8192,6,0.5061,0.493,0.8,0.475,0.5285,0.4996
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q8_0__c4096,6,0.439,0.4756,0.8,0.475,0.4828,0.4573
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q8_0__c8192,6,0.439,0.4756,0.8,0.475,0.4828,0.4573
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q3_K_M__c4096,6,0.5819,0.6059,0.8,0.475,0.6162,0.5939
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q3_K_M__c8192,6,0.5819,0.6059,0.8,0.475,0.6162,0.5939
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q5_K_M__c4096,6,0.7212,0.7347,0.8,0.475,0.7573,0.7279
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q5_K_M__c8192,6,0.7212,0.7347,0.8,0.475,0.7573,0.7279
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q8_0__c4096,6,0.7515,0.7161,0.8,0.475,0.7819,0.7338
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q8_0__c8192,6,0.7515,0.7161,0.8,0.475,0.7819,0.7338
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q3_K_M__c4096,6,0.7244,0.6989,0.8,0.475,0.7524,0.7116
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q3_K_M__c8192,6,0.7244,0.6989,0.8,0.475,0.7524,0.7116
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q5_K_M__c4096,6,0.7609,0.705,0.8,0.475,0.7774,0.733
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q5_K_M__c8192,6,0.7609,0.705,0.8,0.475,0.7774,0.733
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q8_0__c4096,6,0.7268,0.6924,0.8,0.475,0.7443,0.7096
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q8_0__c8192,6,0.7268,0.6924,0.8,0.475,0.7443,0.7096
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q3_K_M__c4096,6,0.7082,0.6055,0.8,0.475,0.6872,0.6569
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q3_K_M__c8192,6,0.7082,0.6055,0.8,0.475,0.6872,0.6569
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q5_K_M__c4096,6,0.5786,0.6647,0.8,0.475,0.6163,0.6217
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q5_K_M__c8192,6,0.5786,0.6647,0.8,0.475,0.6163,0.6217
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q8_0__c4096,6,0.6787,0.704,0.8,0.475,0.7107,0.6913
A_negoziazione_assistita_e_mediazione_familiare,smollm2-1_7b__Q8_0__c8192,6,0.6787,0.704,0.8,0.475,0.7107,0.6913
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q3_K_M__c4096,6,0.6986,0.7169,0.8,0.475,0.6623,0.7077
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q3_K_M__c8192,6,0.6986,0.7169,0.8,0.475,0.6623,0.7077
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q5_K_M__c4096,6,0.6198,0.6461,0.8,0.475,0.6483,0.633
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q5_K_M__c8192,6,0.6198,0.6461,0.8,0.475,0.6483,0.633
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q8_0__c4096,6,0.6145,0.6605,0.8,0.475,0.6454,0.6375
A_negoziazione_assistita_e_mediazione_familiare,smollm2-360m__Q8_0__c8192,6,0.6145,0.6605,0.8,0.475,0.6454,0.6375
A_patrimoniale_comunione,gemma2-2b__Q5_K_M__c4096,6,0.7799,0.6336,0.92,0.5111,0.7444,0.7067
A_patrimoniale_comunione,gemma2-2b__Q5_K_M__c8192,6,0.7799,0.6336,0.92,0.5111,0.7444,0.7067
A_patrimoniale_comunione,gemma2-2b__Q8_0__c4096,6,0.7975,0.6663,0.92,0.5111,0.7627,0.7319
A_patrimoniale_comunione,gemma2-2b__Q8_0__c8192,6,0.7975,0.6663,0.92,0.5111,0.7627,0.7319
A_patrimoniale_comunione,llama3.2-1b__Q5_K_M__c4096,6,0.8106,0.718,0.92,0.5111,0.8314,0.7643
A_patrimoniale_comunione,llama3.2-1b__Q5_K_M__c8192,6,0.8106,0.718,0.92,0.5111,0.8314,0.7643
A_patrimoniale_comunione,llama3.2-1b__Q8_0__c4096,6,0.7555,0.6626,0.92,0.5111,0.7768,0.709
A_patrimoniale_comunione,llama3.2-1b__Q8_0__c8192,6,0.7555,0.6626,0.92,0.5111,0.7768,0.709
A_patrimoniale_comunione,llama3.2-3b__Q5_K_M__c4096,6,0.7342,0.7242,0.92,0.5111,0.7528,0.7292
A_patrimoniale_comunione,llama3.2-3b__Q5_K_M__c8192,6,0.7342,0.7242,0.92,0.5111,0.7528,0.7292
A_patrimoniale_comunione,llama3.2-3b__Q8_0__c4096,6,0.7077,0.7108,0.92,0.5111,0.7297,0.7093
A_patrimoniale_comunione,llama3.2-3b__Q8_0__c8192,6,0.7077,0.7108,0.92,0.5111,0.7297,0.7093
A_patrimoniale_comunione,mistral-7b__Q3_K_M__c4096,6,0.7462,0.7104,0.92,0.5111,0.7612,0.7283
A_patrimoniale_comunione,mistral-7b__Q3_K_M__c8192,6,0.7462,0.7104,0.92,0.5111,0.7612,0.7283
A_patrimoniale_comunione,mistral-7b__Q5_K_M__c4096,6,0.7464,0.7075,0.92,0.5111,0.7715,0.7269
A_patrimoniale_comunione,mistral-7b__Q5_K_M__c8192,6,0.7464,0.7075,0.92,0.5111,0.7715,0.7269
A_patrimoniale_comunione,phi3.5-mini__Q3_K_M__c4096,6,0.728,0.7257,0.92,0.5111,0.7442,0.7268
A_patrimoniale_comunione,phi3.5-mini__Q3_K_M__c8192,6,0.728,0.7257,0.92,0.5111,0.7442,0.7268
A_patrimoniale_comunione,phi3.5-mini__Q5_K_M__c4096,6,0.7188,0.6994,0.92,0.5111,0.731,0.7091
A_patrimoniale_comunione,phi3.5-mini__Q5_K_M__c8192,6,0.7188,0.6994,0.92,0.5111,0.731,0.7091
A_patrimoniale_comunione,qwen2.5-0_5b__Q3_K_M__c4096,6,0.5207,0.4539,0.92,0.5111,0.51,0.4873
A_patrimoniale_comunione,qwen2.5-0_5b__Q3_K_M__c8192,6,0.5207,0.4539,0.92,0.5111,0.51,0.4873
A_patrimoniale_comunione,qwen2.5-0_5b__Q5_K_M__c4096,6,0.4321,0.3921,0.92,0.5111,0.4339,0.4121
A_patrimoniale_comunione,qwen2.5-0_5b__Q5_K_M__c8192,6,0.4321,0.3921,0.92,0.5111,0.4339,0.4121
A_patrimoniale_comunione,qwen2.5-0_5b__Q8_0__c4096,6,0.409,0.3307,0.92,0.5111,0.4027,0.3699
A_patrimoniale_comunione,qwen2.5-0_5b__Q8_0__c8192,6,0.409,0.3307,0.92,0.5111,0.4027,0.3699
A_patrimoniale_comunione,qwen2.5-1_5b__Q3_K_M__c4096,6,0.6255,0.4813,0.92,0.5111,0.5959,0.5534
A_patrimoniale_comunione,qwen2.5-1_5b__Q3_K_M__c8192,6,0.6255,0.4813,0.92,0.5111,0.5959,0.5534
A_patrimoniale_comunione,qwen2.5-1_5b__Q5_K_M__c4096,6,0.7219,0.7324,0.92,0.5111,0.751,0.7272
A_patrimoniale_comunione,qwen2.5-1_5b__Q5_K_M__c8192,6,0.7219,0.7324,0.92,0.5111,0.751,0.7272
A_patrimoniale_comunione,qwen2.5-1_5b__Q8_0__c4096,6,0.6338,0.6468,0.92,0.5111,0.6591,0.6403
A_patrimoniale_comunione,qwen2.5-1_5b__Q8_0__c8192,6,0.6338,0.6468,0.92,0.5111,0.6591,0.6403
A_patrimoniale_comunione,qwen2.5-3b__Q3_K_M__c4096,6,0.7285,0.7033,0.92,0.5111,0.7338,0.7159
A_patrimoniale_comunione,qwen2.5-3b__Q3_K_M__c8192,6,0.7285,0.7033,0.92,0.5111,0.7338,0.7159
A_patrimoniale_comunione,qwen2.5-3b__Q5_K_M__c4096,6,0.759,0.7182,0.92,0.5111,0.7691,0.7386
A_patrimoniale_comunione,qwen2.5-3b__Q5_K_M__c8192,6,0.759,0.7182,0.92,0.5111,0.7691,0.7386
A_patrimoniale_comunione,qwen2.5-3b__Q8_0__c4096,6,0.743,0.7186,0.92,0.5111,0.7493,0.7308
A_patrimoniale_comunione,qwen2.5-3b__Q8_0__c8192,6,0.743,0.7186,0.92,0.5111,0.7493,0.7308
A_patrimoniale_comunione,smollm2-1_7b__Q3_K_M__c4096,6,0.6408,0.6406,0.92,0.5111,0.6673,0.6407
A_patrimoniale_comunione,smollm2-1_7b__Q3_K_M__c8192,6,0.6408,0.6406,0.92,0.5111,0.6673,0.6407
A_patrimoniale_comunione,smollm2-1_7b__Q5_K_M__c4096,6,0.4919,0.3779,0.92,0.5111,0.4993,0.4349
A_patrimoniale_comunione,smollm2-1_7b__Q5_K_M__c8192,6,0.4919,0.3779,0.92,0.5111,0.4993,0.4349
A_patrimoniale_comunione,smollm2-1_7b__Q8_0__c4096,6,0.566,0.4934,0.92,0.5111,0.5841,0.5297
A_patrimoniale_comunione,smollm2-1_7b__Q8_0__c8192,6,0.566,0.4934,0.92,0.5111,0.5841,0.5297
A_patrimoniale_comunione,smollm2-360m__Q3_K_M__c4096,6,0.5575,0.5191,0.92,0.5111,0.5647,0.5383
A_patrimoniale_comunione,smollm2-360m__Q3_K_M__c8192,6,0.5575,0.5191,0.92,0.5111,0.5647,0.5383
A_patrimoniale_comunione,smollm2-360m__Q5_K_M__c4096,6,0.6447,0.5199,0.92,0.5111,0.6156,0.5823
A_patrimoniale_comunione,smollm2-360m__Q5_K_M__c8192,6,0.6447,0.5199,0.92,0.5111,0.6156,0.5823
A_patrimoniale_comunione,smollm2-360m__Q8_0__c4096,6,0.6558,0.6701,0.92,0.5111,0.6715,0.6629
A_patrimoniale_comunione,smollm2-360m__Q8_0__c8192,6,0.6558,0.6701,0.92,0.5111,0.6715,0.6629
A_patrimoniale_separazione,gemma2-2b__Q5_K_M__c4096,3,0.7358,0.5258,1.0,0.5556,0.6369,0.6308
