eps,k,capacity,n_distinct,used_mem,Lsys,Ld,Ls,Ly,disp,spec,synth
50.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
51.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
52.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
53.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
54.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
55.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
56.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
57.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
58.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
59.5,5,11.9,3,6.841796875,20.359608854152533,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
16.8,9,8.06,3,5.1640625,16.34334372778369,0.40049957773419465,1.5786018500075443,1.735427499981597,mistral-7b__Q3_K_M__c4096,smollm2-360m__Q5_K_M__c2048,qwen2.5-0_5b__Q3_K_M__c4096
17.8,9,9.26,3,5.8203125,17.555950576371274,0.40049957773419465,1.5786018500075443,2.9480343485691787,mistral-7b__Q3_K_M__c4096,smollm2-360m__Q5_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048
18.8,9,9.26,3,5.8203125,17.555950576371274,0.40049957773419465,1.5786018500075443,2.9480343485691787,mistral-7b__Q3_K_M__c4096,smollm2-360m__Q5_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048
19.8,9,10.16,3,6.806640625,19.362322511396655,0.4016359113280714,1.5786018500075443,4.753269950000686,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,gemma2-2b__Q5_K_M__c4096
20.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
21.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
22.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
23.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
24.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
25.8,9,11.36,3,6.81640625,20.016021961387764,0.4016359113280714,1.5786018500075443,5.4069693999917945,mistral-7b__Q3_K_M__c2048,smollm2-360m__Q5_K_M__c2048,phi3.5-mini__Q3_K_M__c2048
26.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
27.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
28.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
29.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
30.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
31.8,9,11.4,3,6.673828125,26.2786423616177,0.4016359113280714,2.2954672500345623,5.217801199978567,mistral-7b__Q3_K_M__c2048,llama3.2-1b__Q5_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
32.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
33.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
34.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
35.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
36.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
37.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
38.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
39.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
40.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
41.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
42.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
43.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
44.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
45.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
46.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
47.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
48.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
49.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
50.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
51.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
52.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
53.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
54.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
55.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
56.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
57.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
58.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
59.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
60.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
61.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
62.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
63.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
64.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
65.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
66.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
67.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
68.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
69.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
70.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
71.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
72.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
73.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
74.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
75.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
76.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
77.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
78.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
79.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
80.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
81.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
82.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
83.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
84.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
85.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
86.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
87.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
88.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
89.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
90.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
91.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
92.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
93.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
94.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
95.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
96.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
97.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
98.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
